Número Proveedor,Nombre Proveedor,tipo,Contacto,Cargo,Correo Electrónico,Teléfono,Observaciones,Razón Social,Tipo de Contribuyente,CUIT,Fecha,baja,activo,Frecuencia,f_donacion,Importe,Nro_Cuenta,Ciudad,Pais,Categor/a Proveedor,fecha_a,fecha_b,detalle_ing,tipoCta,importeResultados
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,6/4/2021,522252,403103,San Luis,Argentina,Transporte,2/12/2019,,Ingresos Bonos Contribución,Ingresos,522252
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,3/5/2021,564381,403103,Chaco,Argentina,Construcción,2/12/2019,,Ingresos Bonos Contribución,Ingresos,564381
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,5/6/2021,53611,403103,Chaco,Argentina,Construcción,2/12/2019,,Ingresos Bonos Contribución,Ingresos,53611
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,4/7/2021,175471,403103,Chaco,Argentina,Construcción,2/12/2019,,Ingresos Bonos Contribución,Ingresos,175471
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,6/8/2021,487451,403103,Chaco,Argentina,Construcción,2/12/2019,,Ingresos Bonos Contribución,Ingresos,487451
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,3/9/2021,590151,403103,Chaco,Argentina,Construcción,2/12/2019,,Ingresos Bonos Contribución,Ingresos,590151
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,5/10/2021,442684,403103,Chaco,Argentina,Construcción,2/12/2019,,Ingresos Bonos Contribución,Ingresos,442684
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,4/11/2021,520747,403103,Buenos Aires,Argentina,Agroindustria,2/12/2019,,Ingresos Bonos Contribución,Ingresos,520747
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,6/12/2021,599251,403103,Buenos Aires,Argentina,Agroindustria,2/12/2019,,Ingresos Bonos Contribución,Ingresos,599251
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,4/1/2022,360648,403103,Buenos Aires,Argentina,Agroindustria,2/12/2019,,Ingresos Bonos Contribución,Ingresos,360648
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,5/2/2022,63873,403103,Buenos Aires,Argentina,Agroindustria,2/12/2019,,Ingresos Bonos Contribución,Ingresos,63873
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,3/3/2022,299852,403103,Buenos Aires,Argentina,Agroindustria,2/12/2019,,Ingresos Bonos Contribución,Ingresos,299852
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,5/4/2022,723618,403103,Buenos Aires,Argentina,Agroindustria,2/12/2019,,Ingresos Bonos Contribución,Ingresos,723618
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,3/5/2022,615923,403103,San Nicolás,Argentina,Tecnología,2/12/2019,,Ingresos Bonos Contribución,Ingresos,615923
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,5/6/2022,282999,403103,San Nicolás,Argentina,Tecnología,2/12/2019,,Ingresos Bonos Contribución,Ingresos,282999
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,4/7/2022,693094,403103,San Nicolás,Argentina,Tecnología,2/12/2019,,Ingresos Bonos Contribución,Ingresos,693094
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,3/8/2022,54677,403103,San Nicolás,Argentina,Tecnología,2/12/2019,,Ingresos Bonos Contribución,Ingresos,54677
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,5/9/2022,319808,403103,San Nicolás,Argentina,Tecnología,2/12/2019,,Ingresos Bonos Contribución,Ingresos,319808
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,4/10/2022,626970,403103,San Nicolás,Argentina,Tecnología,2/12/2019,,Ingresos Bonos Contribución,Ingresos,626970
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,5/11/2022,364686,403103,Luján,Argentina,Energía Renovable,2/12/2019,,Ingresos Bonos Contribución,Ingresos,364686
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,3/12/2022,631303,403103,Luján,Argentina,Energía Renovable,2/12/2019,,Ingresos Bonos Contribución,Ingresos,631303
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,5/1/2023,274376,403103,Luján,Argentina,Energía Renovable,2/12/2019,,Ingresos Bonos Contribución,Ingresos,274376
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,4/2/2023,128788,403103,Luján,Argentina,Energía Renovable,2/12/2019,,Ingresos Bonos Contribución,Ingresos,128788
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,5/3/2023,256681,403103,Luján,Argentina,Energía Renovable,2/12/2019,,Ingresos Bonos Contribución,Ingresos,256681
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,3/4/2023,480666,403103,Luján,Argentina,Energía Renovable,2/12/2019,,Ingresos Bonos Contribución,Ingresos,480666
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,5/5/2023,482346,403103,Luján,Argentina,Energía Renovable,2/12/2019,,Ingresos Bonos Contribución,Ingresos,482346
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,3/6/2023,488328,403103,Luján,Argentina,Energía Renovable,2/12/2019,,Ingresos Bonos Contribución,Ingresos,488328
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,5/7/2023,262263,403103,Luján,Argentina,Energía Renovable,2/12/2019,,Ingresos Bonos Contribución,Ingresos,262263
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,3/8/2023,356384,403103,Jujuy,Argentina,Transporte,2/12/2019,,Ingresos Bonos Contribución,Ingresos,356384
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,5/9/2023,544174,403103,Jujuy,Argentina,Transporte,2/12/2019,,Ingresos Bonos Contribución,Ingresos,544174
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,4/10/2023,149397,403103,Jujuy,Argentina,Transporte,2/12/2019,,Ingresos Bonos Contribución,Ingresos,149397
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,5/11/2023,675154,403103,Jujuy,Argentina,Transporte,2/12/2019,,Ingresos Bonos Contribución,Ingresos,675154
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,3/12/2023,202733,403103,Jujuy,Argentina,Transporte,2/12/2019,,Ingresos Bonos Contribución,Ingresos,202733
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,5/1/2024,773286,403103,Jujuy,Argentina,Transporte,2/12/2019,,Ingresos Bonos Contribución,Ingresos,773286
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,4/2/2024,334462,403103,Jujuy,Argentina,Transporte,2/12/2019,,Ingresos Bonos Contribución,Ingresos,334462
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,3/3/2024,739298,403103,Jujuy,Argentina,Transporte,2/12/2019,,Ingresos Bonos Contribución,Ingresos,739298
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,5/4/2024,539067,403103,Buenos Aires,Argentina,Construcción,2/12/2019,,Ingresos Bonos Contribución,Ingresos,539067
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,3/5/2024,159307,403103,Buenos Aires,Argentina,Construcción,2/12/2019,,Ingresos Bonos Contribución,Ingresos,159307
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,5/6/2024,152701,403103,Buenos Aires,Argentina,Construcción,2/12/2019,,Ingresos Bonos Contribución,Ingresos,152701
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,4/7/2024,430624,403103,Buenos Aires,Argentina,Construcción,2/12/2019,,Ingresos Bonos Contribución,Ingresos,430624
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,5/8/2024,148343,403103,Buenos Aires,Argentina,Construcción,2/12/2019,,Ingresos Bonos Contribución,Ingresos,148343
D00112,Global Energies S.A.,Estado,Contacto A,-,globalenergiess.a.@example.net,(+)598 5503-7127,Observación C,SA,Responsable Inscripto,25-36901514-8,13/08/2019,,SI,Anual,13/8/2019,385846,404100,Buenos Aires,Argentina,Construcción,13/8/2019,,Ingresos Estado,Ingresos,385846
D00112,Global Energies S.A.,Estado,Contacto A,-,globalenergiess.a.@example.net,(+)598 5503-7127,Observación C,,Responsable Inscripto,25-36901514-8,13/08/2019,,SI,Anual,14/8/2020,750782,404100,Buenos Aires,Argentina,Construcción,13/8/2019,,Ingresos Estado,Ingresos,750782
D00112,Global Energies S.A.,Estado,Contacto A,-,globalenergiess.a.@example.net,(+)598 5503-7127,Observación C,,Responsable Inscripto,25-36901514-8,13/08/2019,,SI,Anual,12/8/2021,409837,404100,Buenos Aires,Argentina,Construcción,13/8/2019,,Ingresos Estado,Ingresos,409837
D00112,Global Energies S.A.,Estado,Contacto A,-,globalenergiess.a.@example.net,(+)598 5503-7127,Observación C,,Responsable Inscripto,25-36901514-8,13/08/2019,,SI,Anual,15/8/2022,747805,404100,Buenos Aires,Argentina,Agroindustria,13/8/2019,,Ingresos Estado,Ingresos,747805
D00112,Global Energies S.A.,Estado,Contacto A,-,globalenergiess.a.@example.net,(+)598 5503-7127,Observación C,,Responsable Inscripto,25-36901514-8,13/08/2019,,SI,Anual,13/8/2023,260898,404100,Buenos Aires,Argentina,Agroindustria,13/8/2019,,Ingresos Estado,Ingresos,260898
D00112,Global Energies S.A.,Estado,Contacto A,-,globalenergiess.a.@example.net,(+)598 5503-7127,Observación C,,Responsable Inscripto,25-36901514-8,13/08/2019,,SI,Anual,14/8/2024,558515,404100,Buenos Aires,Argentina,Agroindustria,13/8/2019,,Ingresos Estado,Ingresos,558515
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,21/1/2022,706102,404100,Buenos Aires,Argentina,Agroindustria,21/1/2022,,Ingresos Estado,Ingresos,706102
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,22/2/2022,254098,404100,Buenos Aires,Argentina,Agroindustria,21/1/2022,,Ingresos Estado,Ingresos,254098
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,21/3/2022,76229,404100,Buenos Aires,Argentina,Agroindustria,21/1/2022,,Ingresos Estado,Ingresos,76229
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,23/4/2022,628328,404100,Buenos Aires,Argentina,Agroindustria,21/1/2022,,Ingresos Estado,Ingresos,628328
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,21/5/2022,486856,404100,Buenos Aires,Argentina,Agroindustria,21/1/2022,,Ingresos Estado,Ingresos,486856
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,22/6/2022,298046,404100,Trelew,Argentina,Tecnología,21/1/2022,,Ingresos Estado,Ingresos,298046
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,21/7/2022,171034,404100,Trelew,Argentina,Tecnología,21/1/2022,,Ingresos Estado,Ingresos,171034
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,23/8/2022,587146,404100,Trelew,Argentina,Tecnología,21/1/2022,,Ingresos Estado,Ingresos,587146
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,21/9/2022,417361,404100,Trelew,Argentina,Tecnología,21/1/2022,,Ingresos Estado,Ingresos,417361
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,22/10/2022,279196,404100,Trelew,Argentina,Tecnología,21/1/2022,,Ingresos Estado,Ingresos,279196
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,21/11/2022,706918,404100,Trelew,Argentina,Tecnología,21/1/2022,,Ingresos Estado,Ingresos,706918
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,23/12/2022,385281,404100,Trelew,Argentina,Tecnología,21/1/2022,,Ingresos Estado,Ingresos,385281
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,21/1/2023,331280,404100,Trelew,Argentina,Tecnología,21/1/2022,,Ingresos Estado,Ingresos,331280
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,22/2/2023,351957,404100,Mendoza,Argentina,Energía Renovable,21/1/2022,,Ingresos Estado,Ingresos,351957
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,21/3/2023,357979,404100,Mendoza,Argentina,Energía Renovable,21/1/2022,,Ingresos Estado,Ingresos,357979
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,23/4/2023,581485,404100,Mendoza,Argentina,Energía Renovable,21/1/2022,,Ingresos Estado,Ingresos,581485
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,21/5/2023,428123,404100,Mendoza,Argentina,Energía Renovable,21/1/2022,,Ingresos Estado,Ingresos,428123
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,22/6/2023,85345,404100,Mendoza,Argentina,Energía Renovable,21/1/2022,,Ingresos Estado,Ingresos,85345
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,21/7/2023,774305,404100,Mendoza,Argentina,Energía Renovable,21/1/2022,,Ingresos Estado,Ingresos,774305
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,23/8/2023,609982,404100,Mendoza,Argentina,Energía Renovable,21/1/2022,,Ingresos Estado,Ingresos,609982
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,21/9/2023,680131,404100,Mendoza,Argentina,Energía Renovable,21/1/2022,,Ingresos Estado,Ingresos,680131
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,22/10/2023,130889,404100,San Fernando,Argentina,Transporte,21/1/2022,,Ingresos Estado,Ingresos,130889
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,21/11/2023,760502,404100,San Fernando,Argentina,Transporte,21/1/2022,,Ingresos Estado,Ingresos,760502
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,23/12/2023,469510,404100,San Fernando,Argentina,Transporte,21/1/2022,,Ingresos Estado,Ingresos,469510
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,21/1/2024,577317,404100,San Fernando,Argentina,Transporte,21/1/2022,,Ingresos Estado,Ingresos,577317
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,22/2/2024,445942,404100,San Fernando,Argentina,Transporte,21/1/2022,,Ingresos Estado,Ingresos,445942
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,21/3/2024,239793,404100,San Fernando,Argentina,Transporte,21/1/2022,,Ingresos Estado,Ingresos,239793
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,23/4/2024,340346,404100,San Fernando,Argentina,Transporte,21/1/2022,,Ingresos Estado,Ingresos,340346
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,21/5/2024,178456,404100,San Fernando,Argentina,Transporte,21/1/2022,,Ingresos Estado,Ingresos,178456
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,22/6/2024,224200,404100,San Fernando,Argentina,Transporte,21/1/2022,,Ingresos Estado,Ingresos,224200
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,21/7/2024,609063,404100,San Fernando,Argentina,Transporte,21/1/2022,,Ingresos Estado,Ingresos,609063
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,23/8/2024,740873,404100,Merlo,Argentina,Construcción,21/1/2022,,Ingresos Estado,Ingresos,740873
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/01/2022,,SI,Mensual,1/9/2024,508753,404100,Merlo,Argentina,Construcción,21/1/2022,,Ingresos Estado,Ingresos,508753
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,(+)598 5550-9219,-,GOB,Exento,27-75193456-1,21/01/2020,25/12/2021,NO,Mensual,22/1/2021,193728,405100,Merlo,Argentina,Construcción,21/1/2020,25/12/2021,Ingresos Servicios,Ingresos,193728
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,(+)598 5550-9219,-,GOB,Exento,27-75193456-1,21/01/2020,25/12/2021,NO,Mensual,23/2/2021,139844,405100,Merlo,Argentina,Construcción,21/1/2020,25/12/2021,Ingresos Servicios,Ingresos,139844
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,(+)598 5550-9219,-,GOB,Exento,27-75193456-1,21/01/2020,25/12/2021,NO,Mensual,22/3/2021,45549,405100,Merlo,Argentina,Construcción,21/1/2020,25/12/2021,Ingresos Servicios,Ingresos,45549
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,(+)598 5550-9219,-,GOB,Exento,27-75193456-1,21/01/2020,25/12/2021,NO,Mensual,24/4/2021,87788,405100,Merlo,Argentina,Construcción,21/1/2020,25/12/2021,Ingresos Servicios,Ingresos,87788
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,(+)598 5550-9219,-,GOB,Exento,27-75193456-1,21/01/2020,25/12/2021,NO,Mensual,22/5/2021,57471,405100,Merlo,Argentina,Construcción,21/1/2020,25/12/2021,Ingresos Servicios,Ingresos,57471
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,(+)598 5550-9219,-,GOB,Exento,27-75193456-1,21/01/2020,25/12/2021,NO,Mensual,23/6/2021,40464,405100,Merlo,Argentina,Construcción,21/1/2020,25/12/2021,Ingresos Servicios,Ingresos,40464
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,(+)598 5550-9219,-,GOB,Exento,27-75193456-1,21/01/2020,25/12/2021,NO,Mensual,22/7/2021,190604,405100,Merlo,Argentina,Construcción,21/1/2020,25/12/2021,Ingresos Servicios,Ingresos,190604
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,(+)598 5550-9219,-,GOB,Exento,27-75193456-1,21/01/2020,25/12/2021,NO,Mensual,23/8/2021,197183,405100,Merlo,Argentina,Construcción,21/1/2020,25/12/2021,Ingresos Servicios,Ingresos,197183
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,(+)598 5550-9219,-,GOB,Exento,27-75193456-1,21/01/2020,25/12/2021,NO,Mensual,22/9/2021,46112,405100,Merlo,Argentina,Construcción,21/1/2020,25/12/2021,Ingresos Servicios,Ingresos,46112
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,(+)598 5550-9219,-,GOB,Exento,27-75193456-1,21/01/2020,25/12/2021,NO,Mensual,23/10/2021,132359,405100,Merlo,Argentina,Construcción,21/1/2020,25/12/2021,Ingresos Servicios,Ingresos,132359
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,(+)598 5550-9219,-,GOB,Exento,27-75193456-1,21/01/2020,25/12/2021,NO,Mensual,22/11/2021,180459,405100,Merlo,Argentina,Construcción,21/1/2020,25/12/2021,Ingresos Servicios,Ingresos,180459
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,(+)598 5550-9219,-,GOB,Exento,27-75193456-1,21/01/2020,25/12/2021,NO,Mensual,23/12/2021,113088,405100,Merlo,Argentina,Construcción,21/1/2020,25/12/2021,Ingresos Servicios,Ingresos,113088
