CodProv,Nombre,Cuit,Tipo,CondIVA,obs,contacto,email,tel,categoria,importe,fecha,Ncuenta,ciudad,pais,DetalleEgreso,TipoCta,importeResultados
P00111,Jorge Herrera,20-87654322-3,Agroindustria,Monotributista,-,Jorge Herrera,jorge.herrera@empresa.bcd,0123-9876,S.R.L.,128552,7/2/2021,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,Gastos,-128552
P00111,Jorge Herrera,20-87654322-3,Agroindustria,Monotributista,-,Jorge Herrera,jorge.herrera@empresa.bcd,0123-9876,S.R.L.,200989,15/1/2023,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,Gastos,-200989
P00111,Jorge Herrera,20-87654322-3,Agroindustria,Monotributista,-,Jorge Herrera,jorge.herrera@empresa.bcd,0123-9876,S.R.L.,248690,26/2/2023,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,Gastos,-248690
P00112,Silvia Ramírez,30-76543214-8,Tecnología,IVA Responsable,-,Silvia Ramírez,silvia.ramirez@empresa.efg,0999-2345,S.A.,39393,17/1/2019,509100,San Nicolás,Argentina,Servicios Soporte,Gastos,-39393
P00112,Silvia Ramírez,30-76543214-8,Tecnología,IVA Responsable,-,Silvia Ramírez,silvia.ramirez@empresa.efg,0999-2345,S.A.,202116,1/3/2019,509100,San Nicolás,Argentina,Servicios Soporte,Gastos,-202116
P00112,Silvia Ramírez,30-76543214-8,Tecnología,IVA Responsable,-,Silvia Ramírez,silvia.ramirez@empresa.efg,0999-2345,S.A.,282553,1/5/2019,509100,San Nicolás,Argentina,Servicios Soporte,Gastos,-282553
P00112,Silvia Ramírez,30-76543214-8,Tecnología,IVA Responsable,-,Silvia Ramírez,silvia.ramirez@empresa.efg,0999-2345,S.A.,143848,10/2/2021,509100,San Nicolás,Argentina,Servicios Soporte,Gastos,-143848
P00112,Silvia Ramírez,30-76543214-8,Tecnología,IVA Responsable,-,Silvia Ramírez,silvia.ramirez@empresa.efg,0999-2345,S.A.,172745,17/1/2023,509100,San Nicolás,Argentina,Servicios Soporte,Gastos,-172745
P00112,Silvia Ramírez,30-76543214-8,Tecnología,IVA Responsable,-,Silvia Ramírez,silvia.ramirez@empresa.efg,0999-2345,S.A.,176341,1/3/2023,509100,San Nicolás,Argentina,Servicios Soporte,Gastos,-176341
P00113,Roberto Cruz,27-23456789-3,Energía Renovable,Responsable Inscripto,-,Roberto Cruz,roberto.cruz@empresa.hij,0555-9876,Cooperativa,125746,20/1/2019,501400,Luján,Argentina,Honorarios Asesoría General,Gastos,-125746
P00113,Roberto Cruz,27-23456789-3,Energía Renovable,Responsable Inscripto,-,Roberto Cruz,roberto.cruz@empresa.hij,0555-9876,Cooperativa,259600,4/3/2019,501400,Luján,Argentina,Honorarios Asesoría General,Gastos,-259600
P00113,Roberto Cruz,27-23456789-3,Energía Renovable,Responsable Inscripto,-,Roberto Cruz,roberto.cruz@empresa.hij,0555-9876,Cooperativa,232274,4/5/2019,501400,Luján,Argentina,Honorarios Asesoría General,Gastos,-232274
P00113,Roberto Cruz,27-23456789-3,Energía Renovable,Responsable Inscripto,-,Roberto Cruz,roberto.cruz@empresa.hij,0555-9876,Cooperativa,49747,7/6/2019,501400,Luján,Argentina,Honorarios Asesoría General,Gastos,-49747
P00113,Roberto Cruz,27-23456789-3,Energía Renovable,Responsable Inscripto,-,Roberto Cruz,roberto.cruz@empresa.hij,0555-9876,Cooperativa,111656,13/2/2021,501400,Luján,Argentina,Honorarios Asesoría General,Gastos,-111656
P00113,Roberto Cruz,27-23456789-3,Energía Renovable,Responsable Inscripto,-,Roberto Cruz,roberto.cruz@empresa.hij,0555-9876,Cooperativa,43202,16/10/2020,501400,Luján,Argentina,Honorarios Asesoría General,Gastos,-43202
P00113,Roberto Cruz,27-23456789-3,Energía Renovable,Responsable Inscripto,-,Roberto Cruz,roberto.cruz@empresa.hij,0555-9876,Cooperativa,129158,20/1/2023,501400,Luján,Argentina,Honorarios Asesoría General,Gastos,-129158
P00113,Roberto Cruz,27-23456789-3,Energía Renovable,Responsable Inscripto,-,Roberto Cruz,roberto.cruz@empresa.hij,0555-9876,Cooperativa,152240,4/3/2023,501400,Luján,Argentina,Honorarios Asesoría General,Gastos,-152240
P00113,Roberto Cruz,27-23456789-3,Energía Renovable,Responsable Inscripto,-,Roberto Cruz,roberto.cruz@empresa.hij,0555-9876,Cooperativa,35853,16/10/2023,501400,Luján,Argentina,Honorarios Asesoría General,Gastos,-35853
P00114,Patricia Gómez,23-87654323-6,Transporte,Monotributista,-,Patricia Gómez,patricia.gomez@empresa.klm,0765-3456,S.R.L.,13869,22/1/2019,502100,Jujuy,Argentina,Servicios Protagonistas,Gastos,-13869
P00114,Patricia Gómez,23-87654323-6,Transporte,Monotributista,-,Patricia Gómez,patricia.gomez@empresa.klm,0765-3456,S.R.L.,157396,7/3/2019,502100,Jujuy,Argentina,Servicios Protagonistas,Gastos,-157396
P00114,Patricia Gómez,23-87654323-6,Transporte,Monotributista,-,Patricia Gómez,patricia.gomez@empresa.klm,0765-3456,S.R.L.,97345,7/5/2019,502100,Jujuy,Argentina,Servicios Protagonistas,Gastos,-97345
P00114,Patricia Gómez,23-87654323-6,Transporte,Monotributista,-,Patricia Gómez,patricia.gomez@empresa.klm,0765-3456,S.R.L.,57351,10/6/2019,502100,Jujuy,Argentina,Servicios Protagonistas,Gastos,-57351
P00114,Patricia Gómez,23-87654323-6,Transporte,Monotributista,-,Patricia Gómez,patricia.gomez@empresa.klm,0765-3456,S.R.L.,251228,16/2/2021,502100,Jujuy,Argentina,Servicios Protagonistas,Gastos,-251228
P00114,Patricia Gómez,23-87654323-6,Transporte,Monotributista,-,Patricia Gómez,patricia.gomez@empresa.klm,0765-3456,S.R.L.,257036,19/10/2020,502100,Jujuy,Argentina,Servicios Protagonistas,Gastos,-257036
P00114,Patricia Gómez,23-87654323-6,Transporte,Monotributista,-,Patricia Gómez,patricia.gomez@empresa.klm,0765-3456,S.R.L.,226947,22/1/2023,502100,Jujuy,Argentina,Servicios Protagonistas,Gastos,-226947
P00114,Patricia Gómez,23-87654323-6,Transporte,Monotributista,-,Patricia Gómez,patricia.gomez@empresa.klm,0765-3456,S.R.L.,57471,19/10/2023,502100,Jujuy,Argentina,Servicios Protagonistas,Gastos,-57471
P00115,Ernesto Ruiz,33-65432198-7,Construcción,IVA Responsable,-,Ernesto Ruiz,ernesto.ruiz@empresa.nop,0889-6543,Sociedad Anónima,277243,25/1/2019,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-277243
P00115,Ernesto Ruiz,33-65432198-7,Construcción,IVA Responsable,-,Ernesto Ruiz,ernesto.ruiz@empresa.nop,0889-6543,Sociedad Anónima,184382,10/3/2019,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-184382
P00115,Ernesto Ruiz,33-65432198-7,Construcción,IVA Responsable,-,Ernesto Ruiz,ernesto.ruiz@empresa.nop,0889-6543,Sociedad Anónima,273206,10/5/2019,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-273206
P00115,Ernesto Ruiz,33-65432198-7,Construcción,IVA Responsable,-,Ernesto Ruiz,ernesto.ruiz@empresa.nop,0889-6543,Sociedad Anónima,109321,13/6/2019,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-109321
P00115,Ernesto Ruiz,33-65432198-7,Construcción,IVA Responsable,-,Ernesto Ruiz,ernesto.ruiz@empresa.nop,0889-6543,Sociedad Anónima,11195,19/2/2021,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-11195
P00115,Ernesto Ruiz,33-65432198-7,Construcción,IVA Responsable,-,Ernesto Ruiz,ernesto.ruiz@empresa.nop,0889-6543,Sociedad Anónima,218095,22/10/2020,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-218095
P00115,Ernesto Ruiz,33-65432198-7,Construcción,IVA Responsable,-,Ernesto Ruiz,ernesto.ruiz@empresa.nop,0889-6543,Sociedad Anónima,14028,25/1/2023,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-14028
P00115,Ernesto Ruiz,33-65432198-7,Construcción,IVA Responsable,-,Ernesto Ruiz,ernesto.ruiz@empresa.nop,0889-6543,Sociedad Anónima,289894,22/10/2023,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-289894
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.qrs,0777-7654,S.R.L.,212213,27/1/2019,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,Gastos,-212213
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.qrs,0777-7654,S.R.L.,189803,13/3/2019,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,Gastos,-189803
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.qrs,0777-7654,S.R.L.,91956,13/5/2019,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,Gastos,-91956
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.qrs,0777-7654,S.R.L.,94918,16/6/2019,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,Gastos,-94918
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.qrs,0777-7654,S.R.L.,262781,22/9/2020,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,Gastos,-262781
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.qrs,0777-7654,S.R.L.,113111,25/10/2020,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,Gastos,-113111
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.qrs,0777-7654,S.R.L.,93391,27/1/2023,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,Gastos,-93391
P00116,Valeria Ortega,20-98765432-9,Agroindustria,Monotributista,-,Valeria Ortega,valeria.ortega@empresa.qrs,0777-7654,S.R.L.,228821,25/10/2023,507100,Buenos Aires,Argentina,Insumos Varios Programas Sociales,Gastos,-228821
P00117,Juan Castillo,30-87654321-0,Tecnología,IVA Responsable,-,Juan Castillo,juan.castillo@empresa.tuv,0345-9998,S.A.,214933,30/1/2019,509100,Trelew,Argentina,Servicios Soporte,Gastos,-214933
P00117,Juan Castillo,30-87654321-0,Tecnología,IVA Responsable,-,Juan Castillo,juan.castillo@empresa.tuv,0345-9998,S.A.,121607,16/3/2019,509100,Trelew,Argentina,Servicios Soporte,Gastos,-121607
P00117,Juan Castillo,30-87654321-0,Tecnología,IVA Responsable,-,Juan Castillo,juan.castillo@empresa.tuv,0345-9998,S.A.,63352,16/5/2019,509100,Trelew,Argentina,Servicios Soporte,Gastos,-63352
P00117,Juan Castillo,30-87654321-0,Tecnología,IVA Responsable,-,Juan Castillo,juan.castillo@empresa.tuv,0345-9998,S.A.,60909,19/6/2019,509100,Trelew,Argentina,Servicios Soporte,Gastos,-60909
P00117,Juan Castillo,30-87654321-0,Tecnología,IVA Responsable,-,Juan Castillo,juan.castillo@empresa.tuv,0345-9998,S.A.,191131,25/9/2020,509100,Trelew,Argentina,Servicios Soporte,Gastos,-191131
P00117,Juan Castillo,30-87654321-0,Tecnología,IVA Responsable,-,Juan Castillo,juan.castillo@empresa.tuv,0345-9998,S.A.,30101,28/10/2020,509100,Trelew,Argentina,Servicios Soporte,Gastos,-30101
P00117,Juan Castillo,30-87654321-0,Tecnología,IVA Responsable,-,Juan Castillo,juan.castillo@empresa.tuv,0345-9998,S.A.,239664,30/1/2023,509100,Trelew,Argentina,Servicios Soporte,Gastos,-239664
P00117,Juan Castillo,30-87654321-0,Tecnología,IVA Responsable,-,Juan Castillo,juan.castillo@empresa.tuv,0345-9998,S.A.,16770,28/10/2023,509100,Trelew,Argentina,Servicios Soporte,Gastos,-16770
P00118,Sofía Martínez,27-12345678-9,Energía Renovable,Responsable Inscripto,-,Sofía Martínez,sofia.martinez@empresa.wxy,0555-2345,Cooperativa,167832,2/2/2019,501400,Mendoza,Argentina,Honorarios Asesoría General,Gastos,-167832
P00118,Sofía Martínez,27-12345678-9,Energía Renovable,Responsable Inscripto,-,Sofía Martínez,sofia.martinez@empresa.wxy,0555-2345,Cooperativa,247694,19/3/2019,501400,Mendoza,Argentina,Honorarios Asesoría General,Gastos,-247694
P00118,Sofía Martínez,27-12345678-9,Energía Renovable,Responsable Inscripto,-,Sofía Martínez,sofia.martinez@empresa.wxy,0555-2345,Cooperativa,113663,19/5/2019,501400,Mendoza,Argentina,Honorarios Asesoría General,Gastos,-113663
P00118,Sofía Martínez,27-12345678-9,Energía Renovable,Responsable Inscripto,-,Sofía Martínez,sofia.martinez@empresa.wxy,0555-2345,Cooperativa,19987,22/6/2019,501400,Mendoza,Argentina,Honorarios Asesoría General,Gastos,-19987
P00118,Sofía Martínez,27-12345678-9,Energía Renovable,Responsable Inscripto,-,Sofía Martínez,sofia.martinez@empresa.wxy,0555-2345,Cooperativa,26855,28/9/2020,501400,Mendoza,Argentina,Honorarios Asesoría General,Gastos,-26855
P00118,Sofía Martínez,27-12345678-9,Energía Renovable,Responsable Inscripto,-,Sofía Martínez,sofia.martinez@empresa.wxy,0555-2345,Cooperativa,299321,1/11/2020,501400,Mendoza,Argentina,Honorarios Asesoría General,Gastos,-299321
P00118,Sofía Martínez,27-12345678-9,Energía Renovable,Responsable Inscripto,-,Sofía Martínez,sofia.martinez@empresa.wxy,0555-2345,Cooperativa,145362,2/2/2023,501400,Mendoza,Argentina,Honorarios Asesoría General,Gastos,-145362
P00118,Sofía Martínez,27-12345678-9,Energía Renovable,Responsable Inscripto,-,Sofía Martínez,sofia.martinez@empresa.wxy,0555-2345,Cooperativa,52591,1/11/2023,501400,Mendoza,Argentina,Honorarios Asesoría General,Gastos,-52591
P00119,Pablo Díaz,23-87654329-8,Transporte,Monotributista,-,Pablo Díaz,pablo.diaz@empresa.zab,0123-7654,S.R.L.,285851,5/2/2019,502100,San Fernando,Argentina,Servicios Protagonistas,Gastos,-285851
P00119,Pablo Díaz,23-87654329-8,Transporte,Monotributista,-,Pablo Díaz,pablo.diaz@empresa.zab,0123-7654,S.R.L.,266431,22/3/2019,502100,San Fernando,Argentina,Servicios Protagonistas,Gastos,-266431
P00119,Pablo Díaz,23-87654329-8,Transporte,Monotributista,-,Pablo Díaz,pablo.diaz@empresa.zab,0123-7654,S.R.L.,47892,22/5/2019,502100,San Fernando,Argentina,Servicios Protagonistas,Gastos,-47892
P00119,Pablo Díaz,23-87654329-8,Transporte,Monotributista,-,Pablo Díaz,pablo.diaz@empresa.zab,0123-7654,S.R.L.,143655,25/6/2019,502100,San Fernando,Argentina,Servicios Protagonistas,Gastos,-143655
P00119,Pablo Díaz,23-87654329-8,Transporte,Monotributista,-,Pablo Díaz,pablo.diaz@empresa.zab,0123-7654,S.R.L.,253069,1/1/2021,502100,San Fernando,Argentina,Servicios Protagonistas,Gastos,-253069
P00119,Pablo Díaz,23-87654329-8,Transporte,Monotributista,-,Pablo Díaz,pablo.diaz@empresa.zab,0123-7654,S.R.L.,124078,1/10/2020,502100,San Fernando,Argentina,Servicios Protagonistas,Gastos,-124078
P00119,Pablo Díaz,23-87654329-8,Transporte,Monotributista,-,Pablo Díaz,pablo.diaz@empresa.zab,0123-7654,S.R.L.,164974,4/11/2020,502100,San Fernando,Argentina,Servicios Protagonistas,Gastos,-164974
P00119,Pablo Díaz,23-87654329-8,Transporte,Monotributista,-,Pablo Díaz,pablo.diaz@empresa.zab,0123-7654,S.R.L.,98184,5/2/2023,502100,San Fernando,Argentina,Servicios Protagonistas,Gastos,-98184
P00119,Pablo Díaz,23-87654329-8,Transporte,Monotributista,-,Pablo Díaz,pablo.diaz@empresa.zab,0123-7654,S.R.L.,70237,1/10/2023,502100,San Fernando,Argentina,Servicios Protagonistas,Gastos,-70237
P00119,Pablo Díaz,23-87654329-8,Transporte,Monotributista,-,Pablo Díaz,pablo.diaz@empresa.zab,0123-7654,S.R.L.,249088,4/11/2023,502100,San Fernando,Argentina,Servicios Protagonistas,Gastos,-249088
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.bef,0999-9876,Sociedad Anónima,130253,8/2/2019,516000,Merlo,Argentina,Gastos varios,Gastos,-130253
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.bef,0999-9876,Sociedad Anónima,201168,25/3/2019,516000,Merlo,Argentina,Gastos varios,Gastos,-201168
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.bef,0999-9876,Sociedad Anónima,182791,25/5/2019,516000,Merlo,Argentina,Gastos varios,Gastos,-182791
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.bef,0999-9876,Sociedad Anónima,100941,28/6/2019,516000,Merlo,Argentina,Gastos varios,Gastos,-100941
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.bef,0999-9876,Sociedad Anónima,74480,1/7/2019,516000,Merlo,Argentina,Gastos varios,Gastos,-74480
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.bef,0999-9876,Sociedad Anónima,50006,4/7/2019,516000,Merlo,Argentina,Gastos varios,Gastos,-50006
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.bef,0999-9876,Sociedad Anónima,70453,4/1/2021,516000,Merlo,Argentina,Gastos varios,Gastos,-70453
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.bef,0999-9876,Sociedad Anónima,16006,4/10/2020,516000,Merlo,Argentina,Gastos varios,Gastos,-16006
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.bef,0999-9876,Sociedad Anónima,168444,7/11/2020,516000,Merlo,Argentina,Gastos varios,Gastos,-168444
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.bef,0999-9876,Sociedad Anónima,285123,10/11/2020,516000,Merlo,Argentina,Gastos varios,Gastos,-285123
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.bef,0999-9876,Sociedad Anónima,118002,13/11/2020,516000,Merlo,Argentina,Gastos varios,Gastos,-118002
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.bef,0999-9876,Sociedad Anónima,262998,8/2/2023,516000,Merlo,Argentina,Gastos varios,Gastos,-262998
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.bef,0999-9876,Sociedad Anónima,71101,4/10/2023,516000,Merlo,Argentina,Gastos varios,Gastos,-71101
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.bef,0999-9876,Sociedad Anónima,132812,7/11/2023,516000,Merlo,Argentina,Gastos varios,Gastos,-132812
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.bef,0999-9876,Sociedad Anónima,193225,10/11/2023,516000,Merlo,Argentina,Gastos varios,Gastos,-193225
P00120,Isabel Ramírez,33-76543218-9,Construcción,IVA Responsable,-,Isabel Ramírez,isabel.ramirez@empresa.bef,0999-9876,Sociedad Anónima,198619,13/11/2023,516000,Merlo,Argentina,Gastos varios,Gastos,-198619
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.qrs,0123-6789,S.R.L.,222631,2/1/2020,509100,San Martín,Argentina,Servicios Soporte,Gastos,-222631
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.qrs,0123-6789,S.R.L.,61912,1/4/2020,509100,San Martín,Argentina,Servicios Soporte,Gastos,-61912
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.qrs,0123-6789,S.R.L.,235544,1/7/2020,509100,San Martín,Argentina,Servicios Soporte,Gastos,-235544
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.qrs,0123-6789,S.R.L.,153467,22/11/2020,509100,San Martín,Argentina,Servicios Soporte,Gastos,-153467
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.qrs,0123-6789,S.R.L.,229698,4/3/2021,509100,San Martín,Argentina,Servicios Soporte,Gastos,-229698
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.qrs,0123-6789,S.R.L.,66132,16/11/2020,509100,San Martín,Argentina,Servicios Soporte,Gastos,-66132
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.qrs,0123-6789,S.R.L.,296580,19/2/2021,509100,San Martín,Argentina,Servicios Soporte,Gastos,-296580
P00121,Carla Medina,20-34567890-1,Software,Monotributista,-,Carla Medina,carla.medina@empresa.qrs,0123-6789,S.R.L.,228513,19/10/2022,509100,San Martín,Argentina,Servicios Soporte,Gastos,-228513
P00122,Manuel Fernández,30-98765434-2,Consultoría IT,IVA Responsable,-,Manuel Fernández,manuel.fernandez@empresa.tuv,0345-6789,S.A.,183419,5/1/2020,501400,Viedma,Argentina,Honorarios Asesoría General,Gastos,-183419
P00122,Manuel Fernández,30-98765434-2,Consultoría IT,IVA Responsable,-,Manuel Fernández,manuel.fernandez@empresa.tuv,0345-6789,S.A.,218194,4/4/2020,501400,Viedma,Argentina,Honorarios Asesoría General,Gastos,-218194
P00122,Manuel Fernández,30-98765434-2,Consultoría IT,IVA Responsable,-,Manuel Fernández,manuel.fernandez@empresa.tuv,0345-6789,S.A.,175383,4/7/2020,501400,Viedma,Argentina,Honorarios Asesoría General,Gastos,-175383
P00122,Manuel Fernández,30-98765434-2,Consultoría IT,IVA Responsable,-,Manuel Fernández,manuel.fernandez@empresa.tuv,0345-6789,S.A.,216757,25/11/2020,501400,Viedma,Argentina,Honorarios Asesoría General,Gastos,-216757
P00122,Manuel Fernández,30-98765434-2,Consultoría IT,IVA Responsable,-,Manuel Fernández,manuel.fernandez@empresa.tuv,0345-6789,S.A.,102297,7/3/2021,501400,Viedma,Argentina,Honorarios Asesoría General,Gastos,-102297
P00122,Manuel Fernández,30-98765434-2,Consultoría IT,IVA Responsable,-,Manuel Fernández,manuel.fernandez@empresa.tuv,0345-6789,S.A.,24251,17/11/2022,501400,Viedma,Argentina,Honorarios Asesoría General,Gastos,-24251
P00122,Manuel Fernández,30-98765434-2,Consultoría IT,IVA Responsable,-,Manuel Fernández,manuel.fernandez@empresa.tuv,0345-6789,S.A.,149161,22/9/2022,501400,Viedma,Argentina,Honorarios Asesoría General,Gastos,-149161
P00122,Manuel Fernández,30-98765434-2,Consultoría IT,IVA Responsable,-,Manuel Fernández,manuel.fernandez@empresa.tuv,0345-6789,S.A.,91564,22/10/2022,501400,Viedma,Argentina,Honorarios Asesoría General,Gastos,-91564
P00123,Sofía Castro,27-87654321-0,Energía Eólica,Monotributista,-,Sofía Castro,sofia.castro@empresa.uvw,0456-7890,Sociedad Anónima,296190,8/1/2020,501400,Rawson,Argentina,Honorarios Asesoría General,Gastos,-296190
P00123,Sofía Castro,27-87654321-0,Energía Eólica,Monotributista,-,Sofía Castro,sofia.castro@empresa.uvw,0456-7890,Sociedad Anónima,251963,7/4/2020,501400,Rawson,Argentina,Honorarios Asesoría General,Gastos,-251963
P00123,Sofía Castro,27-87654321-0,Energía Eólica,Monotributista,-,Sofía Castro,sofia.castro@empresa.uvw,0456-7890,Sociedad Anónima,119340,7/7/2020,501400,Rawson,Argentina,Honorarios Asesoría General,Gastos,-119340
P00123,Sofía Castro,27-87654321-0,Energía Eólica,Monotributista,-,Sofía Castro,sofia.castro@empresa.uvw,0456-7890,Sociedad Anónima,248673,28/11/2020,501400,Rawson,Argentina,Honorarios Asesoría General,Gastos,-248673
P00123,Sofía Castro,27-87654321-0,Energía Eólica,Monotributista,-,Sofía Castro,sofia.castro@empresa.uvw,0456-7890,Sociedad Anónima,75137,18/11/2022,501400,Rawson,Argentina,Honorarios Asesoría General,Gastos,-75137
P00123,Sofía Castro,27-87654321-0,Energía Eólica,Monotributista,-,Sofía Castro,sofia.castro@empresa.uvw,0456-7890,Sociedad Anónima,85257,25/9/2022,501400,Rawson,Argentina,Honorarios Asesoría General,Gastos,-85257
P00123,Sofía Castro,27-87654321-0,Energía Eólica,Monotributista,-,Sofía Castro,sofia.castro@empresa.uvw,0456-7890,Sociedad Anónima,91564,25/10/2022,501400,Rawson,Argentina,Honorarios Asesoría General,Gastos,-91564
P00124,Ricardo López,23-98765432-4,Construcción,IVA Responsable,-,Ricardo López,ricardo.lopez@empresa.xyz,0567-8901,S.R.L.,88564,11/1/2020,516000,Oberá,Argentina,Gastos varios,Gastos,-88564
P00124,Ricardo López,23-98765432-4,Construcción,IVA Responsable,-,Ricardo López,ricardo.lopez@empresa.xyz,0567-8901,S.R.L.,109710,10/4/2020,516000,Oberá,Argentina,Gastos varios,Gastos,-109710
P00124,Ricardo López,23-98765432-4,Construcción,IVA Responsable,-,Ricardo López,ricardo.lopez@empresa.xyz,0567-8901,S.R.L.,129304,10/7/2020,516000,Oberá,Argentina,Gastos varios,Gastos,-129304
P00124,Ricardo López,23-98765432-4,Construcción,IVA Responsable,-,Ricardo López,ricardo.lopez@empresa.xyz,0567-8901,S.R.L.,233659,1/12/2020,516000,Oberá,Argentina,Gastos varios,Gastos,-233659
P00124,Ricardo López,23-98765432-4,Construcción,IVA Responsable,-,Ricardo López,ricardo.lopez@empresa.xyz,0567-8901,S.R.L.,30337,28/1/2021,516000,Oberá,Argentina,Gastos varios,Gastos,-30337
P00124,Ricardo López,23-98765432-4,Construcción,IVA Responsable,-,Ricardo López,ricardo.lopez@empresa.xyz,0567-8901,S.R.L.,246839,28/9/2022,516000,Oberá,Argentina,Gastos varios,Gastos,-246839
P00125,Gabriela Martínez,33-12345678-9,Agroindustria,Monotributista,-,Gabriela Martínez,gabriela.martinez@empresa.abc,0678-9012,Cooperativa,22903,14/1/2020,507100,Calafate,Argentina,Insumos Varios Programas Sociales,Gastos,-22903
P00125,Gabriela Martínez,33-12345678-9,Agroindustria,Monotributista,-,Gabriela Martínez,gabriela.martinez@empresa.abc,0678-9012,Cooperativa,247663,13/4/2020,507100,Calafate,Argentina,Insumos Varios Programas Sociales,Gastos,-247663
P00125,Gabriela Martínez,33-12345678-9,Agroindustria,Monotributista,-,Gabriela Martínez,gabriela.martinez@empresa.abc,0678-9012,Cooperativa,90516,13/7/2020,507100,Calafate,Argentina,Insumos Varios Programas Sociales,Gastos,-90516
P00125,Gabriela Martínez,33-12345678-9,Agroindustria,Monotributista,-,Gabriela Martínez,gabriela.martinez@empresa.abc,0678-9012,Cooperativa,139242,4/12/2020,507100,Calafate,Argentina,Insumos Varios Programas Sociales,Gastos,-139242
P00125,Gabriela Martínez,33-12345678-9,Agroindustria,Monotributista,-,Gabriela Martínez,gabriela.martinez@empresa.abc,0678-9012,Cooperativa,88185,1/2/2021,507100,Calafate,Argentina,Insumos Varios Programas Sociales,Gastos,-88185
